"","ensembl_gene_id","entrezgene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","strand","description"
"14609","ENSMUSG00000005034",18749,"Prkacb","protein_coding","3",146435329,146518745,-1,"protein kinase, cAMP dependent, catalytic, beta [Source:MGI Symbol;Acc:MGI:97594]"
"14610","ENSMUSG00000030802",12041,"Bckdk","protein_coding","7",127503254,127509393,1,"branched chain ketoacid dehydrogenase kinase [Source:MGI Symbol;Acc:MGI:1276121]"
"14611","ENSMUSG00000000817",14103,"Fasl","protein_coding","1",161608258,161616064,-1,"Fas ligand (TNF superfamily, member 6) [Source:MGI Symbol;Acc:MGI:99255]"
"14612","ENSMUSG00000046572",100515,"Zfp518b","protein_coding","5",38825827,38842169,-1,"zinc finger protein 518B [Source:MGI Symbol;Acc:MGI:2140750]"
"14613","ENSMUSG00000052712",80748,"BC004004","protein_coding","17",29487762,29533039,1,"cDNA sequence BC004004 [Source:MGI Symbol;Acc:MGI:2136782]"
"14614","ENSMUSG00000054537",243084,"Tmprss11e","protein_coding","5",86853045,86893674,-1,"transmembrane protease, serine 11e [Source:MGI Symbol;Acc:MGI:3513175]"
"14615","ENSMUSG00000017724",18612,"Etv4","protein_coding","11",101660568,101676197,-1,"ets variant 4 [Source:MGI Symbol;Acc:MGI:99423]"
"14616","ENSMUSG00000026634",52477,"Angel2","protein_coding","1",190657309,190679159,1,"angel homolog 2 [Source:MGI Symbol;Acc:MGI:1196310]"
"14617","ENSMUSG00000004530",23790,"Coro1c","protein_coding","5",113980497,114046819,-1,"coronin, actin binding protein 1C [Source:MGI Symbol;Acc:MGI:1345964]"
"14618","ENSMUSG00000054083",60594,"Capn12","protein_coding","7",28580847,28592988,1,"calpain 12 [Source:MGI Symbol;Acc:MGI:1891369]"
"14619","ENSMUSG00000094035",435811,"Ldlrad2","protein_coding","4",137298187,137309415,-1,"low density lipoprotein receptor class A domain containing 2 [Source:MGI Symbol;Acc:MGI:3588210]"
"14620","ENSMUSG00000039315",27278,"Clnk","protein_coding","5",38863805,39034155,-1,"cytokine-dependent hematopoietic cell linker [Source:MGI Symbol;Acc:MGI:1351468]"
"14621","ENSMUSG00000029033",140500,"Acap3","protein_coding","4",155976279,155991708,1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:MGI Symbol;Acc:MGI:2153589]"
"14622","ENSMUSG00000005686",11717,"Ampd3","protein_coding","7",110367413,110411612,1,"adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344]"
"14623","ENSMUSG00000040297",226551,"Suco","protein_coding","1",161643683,161704251,-1,"SUN domain containing ossification factor [Source:MGI Symbol;Acc:MGI:2138346]"
"14624","ENSMUSG00000020829",52466,"Slc46a1","protein_coding","11",78356523,78362885,1,"solute carrier family 46, member 1 [Source:MGI Symbol;Acc:MGI:1098733]"
"14625","ENSMUSG00000118541",NA,"Nrg1","protein_coding","8",32408601,32408786,-1,"neuregulin 1 [Source:MGI Symbol;Acc:MGI:96083]"
"14626","ENSMUSG00000029784",75647,"Ssmem1","protein_coding","6",30509848,30520253,1,"serine-rich single-pass membrane protein 1 [Source:MGI Symbol;Acc:MGI:1922897]"
"14627","ENSMUSG00000050567",103806,"Maml1","protein_coding","11",50146461,50183138,-1,"mastermind like transcriptional coactivator 1 [Source:MGI Symbol;Acc:MGI:1890504]"
"14628","ENSMUSG00000036510",12564,"Cdh8","protein_coding","8",99751103,100143103,-1,"cadherin 8 [Source:MGI Symbol;Acc:MGI:107434]"
"14629","ENSMUSG00000058135",14862,"Gstm1","protein_coding","3",107919571,107925289,-1,"glutathione S-transferase, mu 1 [Source:MGI Symbol;Acc:MGI:95860]"
"14630","ENSMUSG00000071553",232680,"Cpa2","protein_coding","6",30541581,30564475,1,"carboxypeptidase A2, pancreatic [Source:MGI Symbol;Acc:MGI:3617840]"
"14631","ENSMUSG00000051022",15476,"Hs3st1","protein_coding","5",39771278,39912818,-1,"heparan sulfate (glucosamine) 3-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1201606]"
"14632","ENSMUSG00000001493",17285,"Meox1","protein_coding","11",101768336,101785200,-1,"mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]"
"14633","ENSMUSG00000018217",18858,"Pmp22","protein_coding","11",63019808,63050373,1,"peripheral myelin protein 22 [Source:MGI Symbol;Acc:MGI:97631]"
"14634","ENSMUSG00000030801",67773,"Kat8","protein_coding","7",127511688,127525009,1,"K(lysine) acetyltransferase 8 [Source:MGI Symbol;Acc:MGI:1915023]"
"14635","ENSMUSG00000029014",22791,"Dnajc2","protein_coding","5",21962265,21990249,-1,"DnaJ heat shock protein family (Hsp40) member C2 [Source:MGI Symbol;Acc:MGI:99470]"
"14636","ENSMUSG00000028541",53418,"B4galt2","protein_coding","4",117726457,117740684,-1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1858493]"
"14637","ENSMUSG00000027944",23897,"Hax1","protein_coding","3",89902753,89906087,-1,"HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319]"
"14638","ENSMUSG00000039070",71791,"Cpa4","protein_coding","6",30568368,30592417,1,"carboxypeptidase A4 [Source:MGI Symbol;Acc:MGI:1919041]"
"14639","ENSMUSG00000001494",74499,"Sost","protein_coding","11",101853284,101857841,-1,"sclerostin [Source:MGI Symbol;Acc:MGI:1921749]"
"14640","ENSMUSG00000030800",76560,"Prss8","protein_coding","7",127524888,127529276,-1,"protease, serine 8 (prostasin) [Source:MGI Symbol;Acc:MGI:1923810]"
"14641","ENSMUSG00000037568",226841,"Vash2","protein_coding","1",190679843,190711493,-1,"vasohibin 2 [Source:MGI Symbol;Acc:MGI:2444826]"
"14642","ENSMUSG00000019066",19340,"Rab3d","protein_coding","9",21818787,21829488,-1,"RAB3D, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97844]"
"14643","ENSMUSG00000070407",54710,"Hs3st3b1","protein_coding","11",63776618,63813116,-1,"heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 [Source:MGI Symbol;Acc:MGI:1333853]"
"14644","ENSMUSG00000000441",110157,"Raf1","protein_coding","6",115595028,115653596,-1,"v-raf-leukemia viral oncogene 1 [Source:MGI Symbol;Acc:MGI:97847]"
"14645","ENSMUSG00000050132",237868,"Sarm1","protein_coding","11",78363156,78388580,-1,"sterile alpha and HEAT/Armadillo motif containing 1 [Source:MGI Symbol;Acc:MGI:2136419]"
"14646","ENSMUSG00000059891",22116,"Tsks","protein_coding","7",44592628,44607459,1,"testis-specific serine kinase substrate [Source:MGI Symbol;Acc:MGI:1347560]"
"14647","ENSMUSG00000040883",235043,"Tmem205","protein_coding","9",21832304,21838852,-1,"transmembrane protein 205 [Source:MGI Symbol;Acc:MGI:3045495]"
"14648","ENSMUSG00000027890",14865,"Gstm4","protein_coding","3",107947724,107952210,-1,"glutathione S-transferase, mu 4 [Source:MGI Symbol;Acc:MGI:95862]"
"14649","ENSMUSG00000086277",75368,"4930558K02Rik","protein_coding","1",161769655,161807205,-1,"RIKEN cDNA 4930558K02 gene [Source:MGI Symbol;Acc:MGI:1922618]"
"14650","ENSMUSG00000023216",13828,"Epb42","protein_coding","2",120848372,120867553,-1,"erythrocyte membrane protein band 4.2 [Source:MGI Symbol;Acc:MGI:95402]"
"14651","ENSMUSG00000033379",114143,"Atp6v0b","protein_coding","4",117741523,117744530,-1,"ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510]"
"14652","ENSMUSG00000032560",235567,"Dnajc13","protein_coding","9",104028481,104140129,-1,"DnaJ heat shock protein family (Hsp40) member C13 [Source:MGI Symbol;Acc:MGI:2676368]"
"14653","ENSMUSG00000026698",67292,"Pigc","protein_coding","1",161796755,161801004,1,"phosphatidylinositol glycan anchor biosynthesis, class C [Source:MGI Symbol;Acc:MGI:1914542]"
"14654","ENSMUSG00000031673",12552,"Cdh11","protein_coding","8",103358727,103512274,-1,"cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]"
"14655","ENSMUSG00000024011",74116,"Pi16","protein_coding","17",29536654,29549567,1,"peptidase inhibitor 16 [Source:MGI Symbol;Acc:MGI:1921366]"
"14656","ENSMUSG00000029128",100972,"Rab28","protein_coding","5",41782319,41865500,-1,"RAB28, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1917285]"
"14657","ENSMUSG00000042148",70383,"Cox10","protein_coding","11",63853453,63970294,-1,"heme A:farnesyltransferase cytochrome c oxidase assembly factor 10 [Source:MGI Symbol;Acc:MGI:1917633]"
"14658","ENSMUSG00000030397",232944,"Mark4","protein_coding","7",19158700,19192746,-1,"MAP/microtubule affinity regulating kinase 4 [Source:MGI Symbol;Acc:MGI:1920955]"
"14659","ENSMUSG00000036745",70892,"Ttll7","protein_coding","3",146558122,146689764,1,"tubulin tyrosine ligase-like family, member 7 [Source:MGI Symbol;Acc:MGI:1918142]"
"14660","ENSMUSG00000066595",226844,"Flvcr1","protein_coding","1",190738044,190758355,-1,"feline leukemia virus subgroup C cellular receptor 1 [Source:MGI Symbol;Acc:MGI:2444881]"
"14661","ENSMUSG00000031583",22427,"Wrn","protein_coding","8",33724412,33875555,-1,"Werner syndrome RecQ like helicase [Source:MGI Symbol;Acc:MGI:109635]"
"14662","ENSMUSG00000049691",12020,"Nkx3-2","protein_coding","5",41918826,41921844,-1,"NK3 homeobox 2 [Source:MGI Symbol;Acc:MGI:108015]"
"14663","ENSMUSG00000028540",67728,"Dph2","protein_coding","4",117745840,117749229,-1,"DPH2 homolog [Source:MGI Symbol;Acc:MGI:1914978]"
"14664","ENSMUSG00000020368",12330,"Canx","protein_coding","11",50184788,50216500,-1,"calnexin [Source:MGI Symbol;Acc:MGI:88261]"
"14665","ENSMUSG00000035851",231386,"Ythdc1","protein_coding","5",86952080,86984518,1,"YTH domain containing 1 [Source:MGI Symbol;Acc:MGI:2443713]"
"14666","ENSMUSG00000033365",230673,"Ipo13","protein_coding","4",117751683,117772196,-1,"importin 13 [Source:MGI Symbol;Acc:MGI:2385205]"
"14667","ENSMUSG00000053675",74176,"Tgm5","protein_coding","2",120876592,120916322,-1,"transglutaminase 5 [Source:MGI Symbol;Acc:MGI:1921426]"
"14668","ENSMUSG00000057072",75558,"Spata45","protein_coding","1",190768836,190775139,1,"spermatogenesis associated 45 [Source:MGI Symbol;Acc:MGI:1922808]"
"14669","ENSMUSG00000024012",56462,"Mtch1","protein_coding","17",29551046,29566908,-1,"mitochondrial carrier 1 [Source:MGI Symbol;Acc:MGI:1929261]"
"14670","ENSMUSG00000059149",213006,"Mfsd4a","protein_coding","1",131950544,131995800,-1,"major facilitator superfamily domain containing 4A [Source:MGI Symbol;Acc:MGI:2442786]"
"14671","ENSMUSG00000029788",74649,"Cpa5","protein_coding","6",30611009,30631744,1,"carboxypeptidase A5 [Source:MGI Symbol;Acc:MGI:1921899]"
"14672","ENSMUSG00000011263",74463,"Exoc3l2","protein_coding","7",19197256,19230687,1,"exocyst complex component 3-like 2 [Source:MGI Symbol;Acc:MGI:1921713]"
"14673","ENSMUSG00000057667",232946,"Bloc1s3","protein_coding","7",19238411,19242292,-1,"biogenesis of lysosomal organelles complex-1, subunit 3 [Source:MGI Symbol;Acc:MGI:2678952]"
"14674","ENSMUSG00000019715",74412,"Gle1","protein_coding","2",29825438,29850383,1,"GLE1 RNA export mediator (yeast) [Source:MGI Symbol;Acc:MGI:1921662]"
"14675","ENSMUSG00000003518",72349,"Dusp3","protein_coding","11",101861969,101877839,-1,"dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related) [Source:MGI Symbol;Acc:MGI:1919599]"
"14676","ENSMUSG00000030788",67150,"Rnf141","protein_coding","7",110399639,110443664,-1,"ring finger protein 141 [Source:MGI Symbol;Acc:MGI:1914400]"
"14677","ENSMUSG00000028572",77963,"Hook1","protein_coding","4",95855477,95913650,1,"hook microtubule tethering protein 1 [Source:MGI Symbol;Acc:MGI:1925213]"
"14678","ENSMUSG00000032400",68014,"Zwilch","protein_coding","9",64044426,64080386,-1,"zwilch kinetochore protein [Source:MGI Symbol;Acc:MGI:1915264]"
"14679","ENSMUSG00000027692",665113,"Tnik","protein_coding","3",28317363,28730007,1,"TRAF2 and NCK interacting kinase [Source:MGI Symbol;Acc:MGI:1916264]"
"14680","ENSMUSG00000054446",109697,"Cpa1","protein_coding","6",30639217,30645362,1,"carboxypeptidase A1, pancreatic [Source:MGI Symbol;Acc:MGI:88478]"
"14681","ENSMUSG00000050087",76653,"Cby3","protein_coding","11",50245289,50250526,1,"chibby family member 3 [Source:MGI Symbol;Acc:MGI:1923903]"
"14682","ENSMUSG00000079103",640543,"Tgm7","protein_coding","2",120924046,120946877,-1,"transglutaminase 7 [Source:MGI Symbol;Acc:MGI:2151164]"
"14683","ENSMUSG00000039781",12009,"Cep131","protein_coding","11",119955256,119977653,-1,"centrosomal protein 131 [Source:MGI Symbol;Acc:MGI:107440]"
"14684","ENSMUSG00000074890",329504,"Lcmt2","protein_coding","2",120958788,120971134,-1,"leucine carboxyl methyltransferase 2 [Source:MGI Symbol;Acc:MGI:1353659]"
"14685","ENSMUSG00000028932",19181,"Psmc2","protein_coding","5",21990281,22008785,1,"proteasome (prosome, macropain) 26S subunit, ATPase 2 [Source:MGI Symbol;Acc:MGI:109555]"
"14686","ENSMUSG00000030787",114332,"Lyve1","protein_coding","7",110449814,110462446,-1,"lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348]"
"14687","ENSMUSG00000049184",75029,"Purg","protein_coding","8",33876353,33907495,1,"purine-rich element binding protein G [Source:MGI Symbol;Acc:MGI:1922279]"
"14688","ENSMUSG00000059900",94346,"Tmem40","protein_coding","6",115706092,115739371,-1,"transmembrane protein 40 [Source:MGI Symbol;Acc:MGI:2137870]"
"14689","ENSMUSG00000070371",77613,"Prss36","protein_coding","7",127531810,127545897,-1,"protease, serine 36 [Source:MGI Symbol;Acc:MGI:1924863]"
"14690","ENSMUSG00000009628",104271,"Tex15","protein_coding","8",34006766,34075610,1,"testis expressed gene 15 [Source:MGI Symbol;Acc:MGI:1934816]"
"14691","ENSMUSG00000016346",16536,"Kcnq2","protein_coding","2",180717372,180777093,-1,"potassium voltage-gated channel, subfamily Q, member 2 [Source:MGI Symbol;Acc:MGI:1309503]"
"14692","ENSMUSG00000029260",100727,"Ugt2b34","protein_coding","5",87037626,87054796,-1,"UDP glucuronosyltransferase 2 family, polypeptide B34 [Source:MGI Symbol;Acc:MGI:2140962]"
"14693","ENSMUSG00000031871",12562,"Cdh5","protein_coding","8",104828257,104871143,1,"cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]"
"14694","ENSMUSG00000042121",231637,"Ssh1","protein_coding","5",114075155,114131955,-1,"slingshot protein phosphatase 1 [Source:MGI Symbol;Acc:MGI:2686240]"
"14695","ENSMUSG00000006241",67119,"Ccdc159","protein_coding","9",21838767,21847168,1,"coiled-coil domain containing 159 [Source:MGI Symbol;Acc:MGI:1914369]"
"14696","ENSMUSG00000009630",19053,"Ppp2cb","protein_coding","8",34089653,34109469,1,"protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:1321161]"
"14697","ENSMUSG00000039187",208836,"Fanci","protein_coding","7",79041677,79100012,1,"Fanconi anemia, complementation group I [Source:MGI Symbol;Acc:MGI:2384790]"
"14698","ENSMUSG00000052906",108159,"Ubxn8","protein_coding","8",34109614,34131995,-1,"UBX domain protein 8 [Source:MGI Symbol;Acc:MGI:1337129]"
"14699","ENSMUSG00000024013",26382,"Fgd2","protein_coding","17",29579888,29598635,1,"FYVE, RhoGEF and PH domain containing 2 [Source:MGI Symbol;Acc:MGI:1347084]"
"14700","ENSMUSG00000026437",18557,"Cdk18","protein_coding","1",132039975,132067422,-1,"cyclin-dependent kinase 18 [Source:MGI Symbol;Acc:MGI:97518]"
"14701","ENSMUSG00000030319",67088,"Cand2","protein_coding","6",115751499,115782518,1,"cullin-associated and neddylation-dissociated 2 (putative) [Source:MGI Symbol;Acc:MGI:1914338]"
"14702","ENSMUSG00000031872",65115,"Bean1","protein_coding","8",104897074,104945754,1,"brain expressed, associated with Nedd4, 1 [Source:MGI Symbol;Acc:MGI:1929597]"
"14703","ENSMUSG00000028539",11876,"Artn","protein_coding","4",117783359,117786960,-1,"artemin [Source:MGI Symbol;Acc:MGI:1333791]"
"14704","ENSMUSG00000028571",230459,"Cyp2j13","protein_coding","4",95915771,95965783,-1,"cytochrome P450, family 2, subfamily j, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2385197]"
"14705","ENSMUSG00000057841",19951,"Rpl32","protein_coding","6",115782466,115785708,-1,"ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:98038]"
"14706","ENSMUSG00000017344",22370,"Vtn","protein_coding","11",78389917,78393150,1,"vitronectin [Source:MGI Symbol;Acc:MGI:98940]"
"14707","ENSMUSG00000030321",212516,"Efcab12","protein_coding","6",115787690,115815373,-1,"EF-hand calcium binding domain 12 [Source:MGI Symbol;Acc:MGI:2681834]"
"14708","ENSMUSG00000034908",214597,"Sidt2","protein_coding","9",45849155,45866556,-1,"SID1 transmembrane family, member 2 [Source:MGI Symbol;Acc:MGI:2446134]"
"14709","ENSMUSG00000031584",14782,"Gsr","protein_coding","8",34142551,34188191,1,"glutathione reductase [Source:MGI Symbol;Acc:MGI:95804]"
"14710","ENSMUSG00000026289",77040,"Atg16l1","protein_coding","1",87683592,87720150,1,"autophagy related 16-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924290]"
"14711","ENSMUSG00000029790",83922,"Cep41","protein_coding","6",30653456,30693748,-1,"centrosomal protein 41 [Source:MGI Symbol;Acc:MGI:1891414]"
"14712","ENSMUSG00000035836",71773,"Ugt2b1","protein_coding","5",87064497,87074389,-1,"UDP glucuronosyltransferase 2 family, polypeptide B1 [Source:MGI Symbol;Acc:MGI:1919023]"
"14713","ENSMUSG00000081225",242546,"Cyp2j12","protein_coding","4",95987555,96029389,-1,"cytochrome P450, family 2, subfamily j, polypeptide 12 [Source:MGI Symbol;Acc:MGI:3717097]"
"14714","ENSMUSG00000047759",15478,"Hs3st3a1","protein_coding","11",64326158,64413667,1,"heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 [Source:MGI Symbol;Acc:MGI:1333861]"
"14715","ENSMUSG00000010841",75437,"Cfap97d1","protein_coding","11",101875105,101883090,1,"CFAP97 domain containing 1 [Source:MGI Symbol;Acc:MGI:1922687]"
"14716","ENSMUSG00000035811",243085,"Ugt2b35","protein_coding","5",87148719,87161134,1,"UDP glucuronosyltransferase 2 family, polypeptide B35 [Source:MGI Symbol;Acc:MGI:3576100]"
"14717","ENSMUSG00000043411",170707,"Usp48","protein_coding","4",137321066,137385848,1,"ubiquitin specific peptidase 48 [Source:MGI Symbol;Acc:MGI:2158502]"
"14718","ENSMUSG00000061755",665775,"Bod1l","protein_coding","5",41944881,42001658,-1,"biorientation of chromosomes in cell division 1-like [Source:MGI Symbol;Acc:MGI:2444804]"
"14719","ENSMUSG00000001103",18292,"Sebox","protein_coding","11",78394273,78395907,1,"SEBOX homeobox [Source:MGI Symbol;Acc:MGI:108012]"
"14720","ENSMUSG00000051232",195040,"Tmem199","protein_coding","11",78397881,78402998,-1,"transmembrane protein 199 [Source:MGI Symbol;Acc:MGI:2144113]"
"14721","ENSMUSG00000024014",18712,"Pim1","protein_coding","17",29709727,29715086,1,"proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
"14722","ENSMUSG00000025812",93742,"Pard3","protein_coding","8",127790643,128338767,1,"par-3 family cell polarity regulator [Source:MGI Symbol;Acc:MGI:2135608]"
"14723","ENSMUSG00000025377",78777,"Tepsin","protein_coding","11",119981357,119989557,-1,"TEPSIN, adaptor related protein complex 4 accessory protein [Source:MGI Symbol;Acc:MGI:1926027]"
"14724","ENSMUSG00000002043",67091,"Trappc6a","protein_coding","7",19242320,19250070,1,"trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]"
"14725","ENSMUSG00000042096",13142,"Dao","protein_coding","5",114141764,114163743,1,"D-amino acid oxidase [Source:MGI Symbol;Acc:MGI:94859]"
"14726","ENSMUSG00000091614",NA,"Gm17657","protein_coding","17",29737616,29768612,-1,"predicted gene, 17657 [Source:MGI Symbol;Acc:MGI:4937291]"
"14727","ENSMUSG00000079580",71138,"Tmem217","protein_coding","17",29744981,29771359,-1,"transmembrane protein 217 [Source:MGI Symbol;Acc:MGI:3646280]"
"14728","ENSMUSG00000042203",381085,"Tbc1d22b","protein_coding","17",29768759,29825872,1,"TBC1 domain family, member 22B [Source:MGI Symbol;Acc:MGI:2681867]"
"14729","ENSMUSG00000030322",17193,"Mbd4","protein_coding","6",115817658,115830332,-1,"methyl-CpG binding domain protein 4 [Source:MGI Symbol;Acc:MGI:1333850]"
"14730","ENSMUSG00000070704",231396,"Ugt2b36","protein_coding","5",87213786,87240414,-1,"UDP glucuronosyltransferase 2 family, polypeptide B36 [Source:MGI Symbol;Acc:MGI:3576103]"
"14731","ENSMUSG00000060621",69547,"Nkpd1","protein_coding","7",19251763,19258981,1,"NTPase, KAP family P-loop domain containing 1 [Source:MGI Symbol;Acc:MGI:1916797]"
"14732","ENSMUSG00000051403",232947,"Ppp1r37","protein_coding","7",19264725,19297001,-1,"protein phosphatase 1, regulatory subunit 37 [Source:MGI Symbol;Acc:MGI:2687042]"
